Node Id,Node Caption,Parent Node Id,Parent Node Caption,Level,CourseNo
98008382,BIOLOGY SEMINAR: AI IN BIOLOGY,30000482,Biology,4,BIO 425
98018731,NEURO SEM: SENSORY SYSTEMS,30000482,Biology,4,BIO 426
98018731,NEURO SEMINAR: DISSECTING AN ARTICLE,30000482,Biology,4,BIO 426
98018731,"NERUO SEM: ASTROGLIA, NEUROPLASTICITY",30000482,Biology,4,BIO 426
98018731,NEURO SEM: MICROGLIA HEALTH & DISEASE,30000482,Biology,4,BIO 426
98018731,NEURO SEM: HOW DO INSECTS 'SEE'?,30000482,Biology,4,BIO 426
98018731,NEURO SEM: NEUROIMMUNE CNS DISORDERS,30000482,Biology,4,BIO 426
98018731,NEUROSEMINAR: CEREBRO PATH IN NEURO,30000482,Biology,4,BIO 426
98018731,NUROSCE SEM: NEUROPLASTICITY IN ADDICTN,30000482,Biology,4,BIO 426
98000799,DEVELOPMENTAL BIOLOGY,30000482,Biology,4,BIO 429
98007323,PLANT PHYSIOLOGY,30000482,Biology,4,BIO 430G
98021226,THE BIOLOGY OF SEX,30000482,Biology,4,BIO 445
98018734,NEUROPHYSIOLOGY LABORATORY,30000482,Biology,4,BIO 446
98018735,ANIMAL SENSES,30000482,Biology,4,BIO 447
98008036,INTRODUCTION TO POPULATION GENETICS,30000482,Biology,4,BIO 461G
98027000,INTRODUCTION TO VIROLOGY,30000482,Biology,4,BIO 482
98005491,IMMUNOBIOLOGY,30000482,Biology,4,BIO 494G
98018050,BACTERIAL PATHOGENESIS,30000482,Biology,4,BIO 495G
98000797,"SYSTEMS, CELLULAR & MOLECULAR PHYSIOLOGY",30000482,Biology,4,BIO 502
98011536,BIOLOGY OF SLEEP AND CIRCADIAN RHYTHMS,30000482,Biology,4,BIO 507
98021375,NEUROSCIENCE OF POLLINATION,30000482,Biology,4,BIO 509
98009323,BIOINFORMATICS,30000482,Biology,4,BIO 520
98000801,COMPAR NEUROBIO & BEHAV,30000482,Biology,4,BIO 535
98026876,DATA WRANGLING AND VISUALIZATION,30000482,Biology,4,BIO 540
98000812,INSECTS AFFECTING HUMAN & ANIMAL HEALTH,30000482,Biology,4,BIO 561
98000814,INSECT TAXONOMY,30000482,Biology,4,BIO 564
98006923,INSECT BEHAVIOR,30000482,Biology,4,BIO 568
98017053,SPEC TOP BIO (ADV): DEVELOPMNTL NEUROBIO,30000482,Biology,4,BIO 580
98017053,SPEC TOP BIO (ADV): BIOLOGICAL CLOCKS,30000482,Biology,4,BIO 580
98003342,VIROLOGY,30000482,Biology,4,BIO 582
98026434,BIOLOGY GRADUATE STUDENT ORIENTATION,30000482,Biology,4,BIO 600
98026435,ADVANCED VERTEBRATE ENDOCRINOLOGY,30000482,Biology,4,BIO 610
98021328,ECOLOGICAL GENETICS,30000482,Biology,4,BIO 618
98000821,TP MOD BIO: INTRO TO STSCL MDLING IN BIO,30000482,Biology,4,BIO 621
98000822,INSECT-PLANT RELATIONSHIPS,30000482,Biology,4,BIO 625
98021227,DEVELOPMENTAL BIOLOGY,30000482,Biology,4,BIO 629
98008461,DEVELOPMENTAL NEUROBIO,30000482,Biology,4,BIO 638
98009468,ANIMAL PHYSIOLOGY LAB,30000482,Biology,4,BIO 650
98000824,INSECT ECOLOGY,30000482,Biology,4,BIO 665
98004061,"IMMUNOBIOLOGY, INFECTION, & INFLAMMATION",30000482,Biology,4,BIO 685
98000827,MICROBIAL STRUCTURE AND FUNCTION,30000482,Biology,4,BIO 720
98000828,MAMMALIAN RADIATION BIO,30000482,Biology,4,BIO 740
98008037,MASTER'S THESIS RESEARCH,30000482,Biology,4,BIO 748
98005598,DISSERTATION RESEARCH,30000482,Biology,4,BIO 749
98026682,QUALIFYING EXAM RESIDENCY CREDIT,30000482,Biology,4,BIO 757
98004828,DISSERTATION RESIDENCY CREDIT,30000482,Biology,4,BIO 767
98000829,RES CR MASTERS DEGREE,30000482,Biology,4,BIO 768
98000831,SEM IN BIO: CURRENT RESEARCH IN BIOLOGY,30000482,Biology,4,BIO 770
98000831,SEMINAR IN BIO: CURRNT RSRCH DRSPHLA BIO,30000482,Biology,4,BIO 770
98000831,SEM IN BIO: CLASSICS IN BEHAVIORAL NEURO,30000482,Biology,4,BIO 770
98000831,SEMINAR IN BIO: EPIGENETIC MECHANISMS,30000482,Biology,4,BIO 770
98000831,SEMINAR IN BIO: BIOLOGY PEDAGOGY,30000482,Biology,4,BIO 770
98000831,SEMINAR IN BIO: MACROEVOLUTION,30000482,Biology,4,BIO 770
98000832,SEMINAR IN MICROBIOLOGY,30000482,Biology,4,BIO 772
98009760,MENTORING UNDERGRAD RES IN BIOLOGY,30000482,Biology,4,BIO 790
98000834,RESEARCH IN BIOLOGY,30000482,Biology,4,BIO 795
98000835,RESEARCH IN MICROBIOLOGY,30000482,Biology,4,BIO 798
98023762,HUMAN ANATOMY FOR DESIGN,30000560,Biomedical Engineering,4,BME 170
98022715,INTRODUCTION TO BIOMEDICAL ENGINEERING,30000560,Biomedical Engineering,4,BME 201
98022716,INTRO TO UX FOR PRODUCT DESIGN,30000560,Biomedical Engineering,4,BME 272
98026975,BME EGR SOLUTIONS IN MODERN MED,30000560,Biomedical Engineering,4,BME 303
98023481,DESIGN STRATEGIES FOR BIOMEDICAL EGR,30000560,Biomedical Engineering,4,BME 322
98023482,EXPERIMENTAL METHODS IN BIOMEDICAL ENG,30000560,Biomedical Engineering,4,BME 330
98023745,MATERIALS AND PROCESSES,30000560,Biomedical Engineering,4,BME 350
98018205,INDEP RES IN BIOMEDICAL ENGINEERING,30000560,Biomedical Engineering,4,BME 395
98023483,SENIOR DESIGN PROJECT IN BME I,30000560,Biomedical Engineering,4,BME 420
98023484,SENIOR DESIGN PROJECT IN BME II,30000560,Biomedical Engineering,4,BME 421
98025929,BIOTRANSPORT,30000560,Biomedical Engineering,4,BME 431
98023485,INTRO COMSOL MODELING MULTIPHYSICS PROB,30000560,Biomedical Engineering,4,BME 435
98018685,INTRO TO BIOMEDICAL SIGNAL PROCESSING,30000560,Biomedical Engineering,4,BME 440
98023777,INTEGRATED ENTREPRENEURSHIP IN PROD DES,30000560,Biomedical Engineering,4,BME 451
98024150,INTRO TO BIO OPT SPECTROSCOPY,30000560,Biomedical Engineering,4,BME 455
98024617,NANOBIOENGINEERING AND NANOMEDICINE,30000560,Biomedical Engineering,4,BME 464
98024618,TISSUE ENGINEERING,30000560,Biomedical Engineering,4,BME 465
98018736,HUMAN BIOMECHANICS,30000560,Biomedical Engineering,4,BME 472
98017081,INTRODUCTION TO BIOMATERIALS,30000560,Biomedical Engineering,4,BME 488
98008462,TOPS IN BIOMEDICAL EGR (SR),30000560,Biomedical Engineering,4,BME 491
98025500,ADV INDEP RESEARCH IN BME,30000560,Biomedical Engineering,4,BME 495
98018752,MODELING OF PHYSIOLOGICAL SYSTEMS,30000560,Biomedical Engineering,4,BME 532
98005858,BIOMEDICAL INSTRUMENTATION,30000560,Biomedical Engineering,4,BME 540
98018829,INTRODUCTION TO BIOMEDICAL IMAGING,30000560,Biomedical Engineering,4,BME 550
98010200,NEURAL ENGR MERGING ENGINEER W/NEUROSCI,30000560,Biomedical Engineering,4,BME 579
98012416,TOPICS IN BIOMED ENGR: (SR),30000560,Biomedical Engineering,4,BME 599
98012416,TP IN BME: INTRO TO SENSORS & BIOSNSRS,30000560,Biomedical Engineering,4,BME 599
98017082,BIOMEDICAL ENGINEERING ETHICS,30000560,Biomedical Engineering,4,BME 609
98008464,BIOMEDICAL SIGNAL PROCESSING I,30000560,Biomedical Engineering,4,BME 641
98024151,BIO OPT SPECTROSCOPY AND MICROSCOPY,30000560,Biomedical Engineering,4,BME 655
98024620,NANOBIOENGINEERING AND NANOMEDICINE,30000560,Biomedical Engineering,4,BME 664
98024625,ADVANCED TISSUE ENGINEERING,30000560,Biomedical Engineering,4,BME 665
98008473,MUSCULOSKELETAL BIOMECHANICS,30000560,Biomedical Engineering,4,BME 672
98008470,BIOMATERIALS SCIENCE AND ENGINEERING,30000560,Biomedical Engineering,4,BME 688
98008475,SP TOPS IN BIOMEDICAL EGR (SR),30000560,Biomedical Engineering,4,BME 699
98008038,MASTER'S THESIS RESEARCH,30000560,Biomedical Engineering,4,BME 748
98005861,DISSERTATION RESEARCH,30000560,Biomedical Engineering,4,BME 749
98026683,QUALIFYING EXAM RESIDENCY CREDIT,30000560,Biomedical Engineering,4,BME 757
98010650,DISSERTATION RESIDENCY CREDIT,30000560,Biomedical Engineering,4,BME 767
98005862,RES CR MASTERS DEGREE,30000560,Biomedical Engineering,4,BME 768
98005863,RES CR DOCTORS DEGREE,30000560,Biomedical Engineering,4,BME 769
98008476,SEMINAR,30000560,Biomedical Engineering,4,BME 772
98005864,SP PROBS IN BIOMEDICAL EGR (SR),30000560,Biomedical Engineering,4,BME 781
98014650,RESEARCH IN BIOMEDICAL ENGINEERING,30000560,Biomedical Engineering,4,BME 790
98023051,DESIGNING FOR DATA VISUALIZATION,30000322,College of Medicine,4,BMI 520
98018438,INTRODUCTION TO BIOINFORMATICS,30000322,College of Medicine,4,BMI 633
98018206,PRINCIPLES OF CLINICAL INFORMATICS,30000322,College of Medicine,4,BMI 730
98018207,BIOMEDICAL INFORMATION RETRIEVAL,30000322,College of Medicine,4,BMI 731
98018440,INTRO TO BIOMEDICAL IMAGE ANALYSIS,30000322,College of Medicine,4,BMI 734
98020528,MORE THAN MEDICINE,30000337,Behavioral Science,4,BSC 152
98020643,SOCIOCULT HEALTH MEDICINE,30000337,Behavioral Science,4,BSC 251
98020529,SHADOWING: A GUIDE TO SOCIAL MEDICINE,30000337,Behavioral Science,4,BSC 301
98027283,HEALTH EQUITY RESEARCH FOUNDATIONS,30000337,Behavioral Science,4,BSC 390
98017083,CLINICAL RESEARCH ETHICS,30000337,Behavioral Science,4,BSC 534
98019636,BIOSTATS FOR CLIN. AND TRANSLATIONAL SCI,30000337,Behavioral Science,4,BSC 625
98000013,SURVEY-HEALTH PSYCHOLOGY,30000337,Behavioral Science,4,BSC 626
98012804,METHODS IN CTS,30000337,Behavioral Science,4,BSC 731
98012802,INTERDISCIPLINARY PROTOCOL DEVELOPMENT,30000337,Behavioral Science,4,BSC 732
98012810,CTS SEMINAR,30000337,Behavioral Science,4,BSC 733
98017885,HIS. OF MEDICINE AMONG AFRICAN AMERICANS,30000337,Behavioral Science,4,BSC 750
98019801,"RACE, RACISM & HEALTH DISPARITIES",30000337,Behavioral Science,4,BSC 755
98026684,QUALIFYING EXAM RESIDENCY CREDIT,30000337,Behavioral Science,4,BSC 757
98016550,DISSERTATION RESIDENCY CREDIT,30000337,Behavioral Science,4,BSC 767
98000844,RESEARCH IN MEDICAL BEHAVIORAL SCIENCE,30000337,Behavioral Science,4,BSC 790
98004639,"FIRST-YR ELECT, BEH SCI",30000337,Behavioral Science,4,BSC 815
98009557,COMM IN DENTAL HEALTH CARE SETTING,30000337,Behavioral Science,4,BSC 824
98004665,"SECOND-YR ELECT, BEH SCI",30000337,Behavioral Science,4,BSC 825
98017079,STATISTICAL THINKING IN PUBLIC HEALTH,30000449,Dept Of Biostatistics,4,BST 230
98024626,INTRODUCTION TO R PROGRAMMING,30000449,Dept Of Biostatistics,4,BST 535
98022654,INTRODUCTION TO BIOSTATISTICAL METHODS,30000449,Dept Of Biostatistics,4,BST 600
98011304,DATABASES AND SAS PROGRAMMING,30000449,Dept Of Biostatistics,4,BST 635
98013818,SURVIVAL ANALYSIS,30000449,Dept Of Biostatistics,4,BST 661
98013813,SIM BASED INFERENCE FOR HEALTH DATA SCI,30000449,Dept Of Biostatistics,4,BST 675
98016924,LINEAR REGRESSION,30000449,Dept Of Biostatistics,4,BST 681
98016975,GENERALIZED LINEAR MODELS,30000449,Dept Of Biostatistics,4,BST 682
98018482,INTRO TO TEAM SCI FOR BIOSTATISTICIANS,30000449,Dept Of Biostatistics,4,BST 693
98024628,ADVANCED TEAM SCI FOR BIOSTATISTICIANS,30000449,Dept Of Biostatistics,4,BST 699
98013819,LONGITUDINAL DATA ANALYSIS,30000449,Dept Of Biostatistics,4,BST 762
98019052,INTRODUCTION TO VISUAL IMPAIRMENTS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 580
98019053,ANATOMY AND PHYSIOLOGY OF THE EYE,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 582
98019050,BRAILLE CODES I,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 583
98022769,TEACHING METHODS VISUAL IMP,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 611
98022770,BRAILLE CODES II,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 614
98022771,ASSISTIVE TECH STUDENTS W/ VISUAL IMP,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 615
98022772,ECC FOR BLIND & VISUALLY IMP,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 616
98022773,VISUAL IMP & MULTIPLE DISABILITIES,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 617
98022774,ASSESSMENT/STUDENTS VISUAL IMPAIRMENTS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 618
98022900,FOUNDATIONS OF ORIENTATION AND MOBILITY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 620
98023825,INTRO TO SKILLS AND TECHNIQUES IN O&M,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 621
98022777,ADVANCED SKILLS AND TECHNIQUES IN O&M,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 622
98022862,ORIENTATION AND MOBILITY FOR CHILDREN,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 623
98022863,TECHNOLOGY IN ORIENTATION & MOBILITY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 624
98022627,SP TP BVI: SNS & MTR DEV INDV VISL IMPRN,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 650
98022857,STUDENT TEACH/FIELD EXP IN VISUAL IMPAIR,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 710
98022858,INTERNSHIP IN ORIENTATION AND MOBILITY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,BVI 720
98009558,"PATIENTS, DENTISTS AND SOCIETY I",30000309,Dentistry Oral Health Science,4,CDE 814
98010007,FUNDAMENTALS OF DENTAL PUBLIC HEALTH,30000309,Dentistry Oral Health Science,4,CDE 815
98009559,COMM IN DENTAL HEALTH CARE SETTING,30000309,Dentistry Oral Health Science,4,CDE 824
98021500,DENTAL PRACTICE MANAGEMENT I,30000309,Dentistry Oral Health Science,4,CDE 826
98004062,ADV CONCEPTS IN DENTAL PUBLIC HEALTH,30000309,Dentistry Oral Health Science,4,CDE 830
98003638,DENTAL PRACTICE FLD EXP,31005837,Division of Public Health Dent,4,CDE 841
98000016,DENTAL PRACTICE MGT II,30000309,Dentistry Oral Health Science,4,CDE 844
98003808,EXTRAMURAL EXPERIENCES-STUDENT DENTISTS,31005837,Division of Public Health Dent,4,CDE 850
98015234,PUBLIC HEALTH DENTISTRY FIELD EXPERIENCE,31005837,Division of Public Health Dent,4,CDE 855
98014900,ADV COURSE TREATMENT OF SPECIAL PATIENTS,30000309,Dentistry Oral Health Science,4,CDE 882
98012426,COMMUNITY-BASED SERVICE ELECTIVE,30000309,Dentistry Oral Health Science,4,CDE 883
98014925,INTERNATIONAL ELECTIVE,30000309,Dentistry Oral Health Science,4,CDE 884
98025783,REAL WORLD TRANSITIONS,30000309,Dentistry Oral Health Science,4,CDE 885
98000845,CHILD GROWTH/DEVELOPMT I,31005812,Division of Comprehensive Care,4,CDS 611
98000846,CHILD GROWTH/DEVELOP II,31005812,Division of Comprehensive Care,4,CDS 612
98011520,CONTEMPORARY LEADERSHIP IN DENTISTRY,31005812,Division of Comprehensive Care,4,CDS 613
98000847,TEMPOROMANDIBULAR DIS. & OROFACIAL PAIN,31005812,Division of Comprehensive Care,4,CDS 631
98013026,"SPEC TOP: RESEARCH DESIGN, METHO, & DISS",31005812,Division of Comprehensive Care,4,CDS 660
98013027,ADV. IN ORAL & MAXILLOFACIAL PATHOLOGY,31005812,Division of Comprehensive Care,4,CDS 670
98013028,CLI MEDICINE FOR POSTGRADUATE DENTAL STU,31005812,Division of Comprehensive Care,4,CDS 680
98008014,MASTER'S THESIS RESEARCH,31005812,Division of Comprehensive Care,4,CDS 748
98007461,RES CREDIT MASTER'S DEG,31005812,Division of Comprehensive Care,4,CDS 768
98007543,NORMAL HUMAN GROWTH/DEV,31005812,Division of Comprehensive Care,4,CDS 812
98005689,MGT I:INTRO MGT FOR DENT,31005812,Division of Comprehensive Care,4,CDS 813
98007935,INTRODUCTION TO CLINICAL DENTISTRY,31005812,Division of Comprehensive Care,4,CDS 815
98009313,THE PROF OF DENTISTRY I,31005812,Division of Comprehensive Care,4,CDS 818
98010011,SPECIAL TOPICS IN DENTISTRY I,31005812,Division of Comprehensive Care,4,CDS 819
98000851,LOCAL ANESTHESIA,31005812,Division of Comprehensive Care,4,CDS 821
98005690,MGT II:CLINICAL PATIENT MNGMT,31005812,Division of Comprehensive Care,4,CDS 823
98003852,ORAL DIAGNOSIS AND TREATMENT PLANNING,31005812,Division of Comprehensive Care,4,CDS 824
98022075,DENTAL IMPLANTOLOGY,31005812,Division of Comprehensive Care,4,CDS 825
98003853,CONSCIOUS SEDATION,31005812,Division of Comprehensive Care,4,CDS 831
98005691,MGT III: CLINICAL PATIENT MANAGEMENT,31005812,Division of Comprehensive Care,4,CDS 833
98010362,ADVANCED DENTAL IMPLANTOLOGY,31005812,Division of Comprehensive Care,4,CDS 835
98010198,DIAGNOSIS/MANAGEMENT OF OROFACIAL PAIN,31005812,Division of Comprehensive Care,4,CDS 836
98005692,MGMT IV:PATIENT MGMT,31005812,Division of Comprehensive Care,4,CDS 843
98014000,SPECIAL TOPICS IN ORAL HEALTH,31005812,Division of Comprehensive Care,4,CDS 860
98015235,FORENSIC ODONTOLOGY,31005812,Division of Comprehensive Care,4,CDS 865
98023601,RESEARCH ELECTIVE COURSE,31000008,Conjoint Dental Sciences,4,CDS 866
98011009,MAXILLOFACIAL DISEASE FOR HLTH CARE PROF,31005812,Division of Comprehensive Care,4,CDS 881
98017847,ADVANCED DIGITAL IMPLANT DENTISTRY,31005812,Division of Comprehensive Care,4,CDS 885
98024351,CLINICAL DIGITAL IMPLANT DENTISTRY,31000018,Restorative Dentistry,4,CDS 886
98005764,COMPUTER GRAPHICS/COMMUN,30000531,Civil Engineering,4,CE  106
98014580,INDEP WORK IN PRE-CE,30000531,Civil Engineering,4,CE  195
98007555,SURVEYING,30000531,Civil Engineering,4,CE  211
98024537,FUND & APP SUSTAIN ENGRG,30000531,Civil Engineering,4,CE  218
98006035,INTRO TO CONSTRUCT ENGR,30000531,Civil Engineering,4,CE  303
98006036,TRANSPORTATION ENGR,30000531,Civil Engineering,4,CE  331
98006037,INTRO TO FLUID MECHANICS,30000531,Civil Engineering,4,CE  341
98000856,INTRO ENVIRONMENTAL EGR,30000531,Civil Engineering,4,CE  351
98006038,CIVIL ENGR MATERIALS I,30000531,Civil Engineering,4,CE  381
98000857,INDEPENDENT WORK IN CE,30000531,Civil Engineering,4,CE  395
98006040,SEMINAR,30000531,Civil Engineering,4,CE  401
98010653,CE SYSTEMS DESIGN,30000531,Civil Engineering,4,CE  429
98006043,WATER RESOURCE ENGINEERING,30000531,Civil Engineering,4,CE  461G
98006044,SOIL MECHANICS,30000531,Civil Engineering,4,CE  471G
98004666,STRUCTURAL ANALYSIS AND DESIGN,30000531,Civil Engineering,4,CE  482
98026438,INTRODUCTION TO LEAN CONSTRUCTION,30000531,Civil Engineering,4,CE  506
98013801,CONSTRUCTION SAFETY AND HEALTH,30000531,Civil Engineering,4,CE  507
98016226,DESIGN & OPTIMIZATION OF CONSTRUCTION,30000531,Civil Engineering,4,CE  508
98016227,CONTROL OF THE CONSTRUCTION PROJECT,30000531,Civil Engineering,4,CE  509
98006046,BOUNDARY LOCATION PRINS,30000531,Civil Engineering,4,CE  517
98025505,QUANTITATIVE SUSTAINABLE DESIGN,30000531,Civil Engineering,4,CE  519
98010057,CE APPLICATIONS OF GEOGRAPHIC INFO SYS,30000531,Civil Engineering,4,CE  525
98005766,GEOMETRIC DESIGN & OPER OF ROADWAYS,30000531,Civil Engineering,4,CE  531
98006049,RAILROAD FACILITIES DESIGN AND ANALYSIS,30000531,Civil Engineering,4,CE  533
98006050,"PAVEMENT DESIGN, CONSTRUCTION & MGMT",30000531,Civil Engineering,4,CE  534
98006041,INTERMEDIATE FLUID MECHANICS,30000531,Civil Engineering,4,CE  541
98006051,INTRO TO STREAM RESTORATION,30000531,Civil Engineering,4,CE  542
98006052,ENGINEERING HYDRAULICS,30000531,Civil Engineering,4,CE  549
98026439,ENVIRONMENTAL HEALTH AND ENGINEERING,30000531,Civil Engineering,4,CE  559
98025900,ECOTOXICOLOGY,30000531,Civil Engineering,4,CE  560
98006054,GEOTECHNICAL ENGINEERING,30000531,Civil Engineering,4,CE  579
98007380,CE MATERIALS II,30000531,Civil Engineering,4,CE  581
98006056,REINFORCED CONCRETE STRUCTURES,30000531,Civil Engineering,4,CE  586
98024538,STEEL STRUCTURES,30000531,Civil Engineering,4,CE  587
98005768,DESIGN OF STRUCTURAL SYS,30000531,Civil Engineering,4,CE  589
98011660,INDEPENDENT WORK IN CE,30000531,Civil Engineering,4,CE  595
98021151,BUILDING INFO MODELING FOR CONSTRUCTION,30000531,Civil Engineering,4,CE  608
98023517,BIG DATA & SC ANALYTICS,30000531,Civil Engineering,4,CE  610
98006057,URB TRANSPORTATION PLAN,30000531,Civil Engineering,4,CE  631
98006058,AIR TRANSPORT ENGR,30000531,Civil Engineering,4,CE  633
98006066,ADVANCED SOIL MECHANICS,30000531,Civil Engineering,4,CE  671
98011538,LANDFILL DESIGN,30000531,Civil Engineering,4,CE  672
98005770,GEOTECHNICAL EARTHQUAKE ENGINEERING,30000531,Civil Engineering,4,CE  679
98006068,ADV STRUCTURAL ANALYSIS,30000531,Civil Engineering,4,CE  682
98026176,PRESTRESSED CONCRETE STRUCTURES,30000531,Civil Engineering,4,CE  683
98006069,"BEAMS, PLATES, AND SHELLS",30000531,Civil Engineering,4,CE  684
98006070,ADVANCED REINFORCED CONCRETE THEORY,30000531,Civil Engineering,4,CE  686
98006071,ADVANCED STEEL DESIGN,30000531,Civil Engineering,4,CE  687
98006074,STRUCTURAL DYNAMICS,30000531,Civil Engineering,4,CE  688
98005413,TOPS IN CE: SCIENCE & WRITING,30000531,Civil Engineering,4,CE  699
98005413,TOPS IN CE: ENVIRON MICROBIO & BIOINFORM,30000531,Civil Engineering,4,CE  699
98005413,TOPS IN CE: WATER DSTRBTN DSGN & ANALYS,30000531,Civil Engineering,4,CE  699
98008045,MASTER'S THESIS RESEARCH,30000531,Civil Engineering,4,CE  748
98005599,DISSERTATION RESEARCH,30000531,Civil Engineering,4,CE  749
98026685,QUALIFYING EXAM RESIDENCY CREDIT,30000531,Civil Engineering,4,CE  757
98011428,DISSERTATION RESIDENCY CREDIT,30000531,Civil Engineering,4,CE  767
98000860,RES CR MASTERS DEGREE,30000531,Civil Engineering,4,CE  768
98000861,RES CR DOCTORS DEGREE,30000531,Civil Engineering,4,CE  769
98000862,SP RESEARCH PROBS IN CE,30000531,Civil Engineering,4,CE  790
98006076,SP DESIGN PROBS IN CE,30000531,Civil Engineering,4,CE  791
98024850,INTRODUCTION TO DISABILITY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 225
98022793,DISABILITY AND SOCIETY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 250
98022794,DISABILITY ACROSS THE LIFESPAN,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 300
98024851,CASE MGMT AND THE HELPING PROFESSIONAL,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 350
98024852,HELPING SKILLS FOR COMMUNITY SETTINGS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 410
98024853,INTRODUCTION TO TRAUMA AND CRISIS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 425
98022795,PRACTICUM IN DISABILITY STUDIES,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 430
98020675,ORIENTATION TO DIS & COMMUNITY RESOURCES,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 510
98008916,MED & PSY-SOCIAL ASPECTS DISABLITS: PHYS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 515
98008917,MED & PSY-SOCIAL ASPECTS DISABLITS: PSYC,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 516
98004034,FOUNDATIONS OF PROFESSIONAL COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 520
98013572,GROWTH DISABILITY & DEVELOPMENT LIFESPAN,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 525
98004035,SOCIAL & CULTURAL FOUNDATIONS OF COUNSEL,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 530
98005564,ADDICTION AND SUBSTANCE USE COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 540
98020800,ETHICS FOR THE COUNSELING PROFESSION,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 550
98020677,RURAL REHABILITATION,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 554
98013625,"SUPPORTED EMP, IND LIVING, & TRANSITION",30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 560
98020458,CRISIS AND TRAUMA COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 570
98023486,PSYCHOPHARMACOLOGY,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 600
98004036,CASE MANAGEMENT IN REHAB COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 610
98023487,CLINICAL PRACTICE OF MH COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 615
98004037,ASSESS. IN REHAB AND MENTAL HEALTH,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 620
98004038,CAREER DEV COUNSELING AND JOB PLACEMENT,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 630
98009529,COUNSELING THEORIES,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 650
98009530,COUNSELING TECHNIQUES,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 660
98015126,GROUPFAM MENTAL HEALTH COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 670
98017065,MENTAL HLTH DIAG & TREATMNT PLAN FOR COU,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 680
98015907,SEM EDSCE LEADERSHIP PERSONNEL,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 701
98004039,CLINICAL PRACTICUM IN COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 710
98015909,SEMINAR EDSCE PROFSNL SVCS,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 712
98015928,PRACTICM EDSCE PERSON PREP,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 721
98004040,CLINICAL INTERNSHIP IN COUNSELING,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 730
98015252,ADV TEACH & RESEARCH IN CED,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 735
98004042,COUNSELING RESEARCH & PROGRAM EVALUATION,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 750
98015930,DISSERTATION RESIDENCY CREDIT,30000512,"Early Childhood, Spec Ed & Counselor Ed",4,CED 767
