section_key,start_date,end_date,student_count,duration_hours
CIS300-212-2025030,2025-04-21,2025-05-04,26.0,312.0
CJ123-001-2025030,2025-04-21,2025-05-04,45.0,312.0
CJ123-002-2025030,2025-04-21,2025-05-04,74.0,312.0
CJ123-201-2025030,2025-04-21,2025-05-04,98.0,312.0
CJ312-001-2025030,2025-04-21,2025-05-04,39.0,312.0
CJ312-201-2025030,2025-04-21,2025-05-04,99.0,312.0
CJ312-202-2025030,2025-04-21,2025-05-04,95.0,312.0
CJ314-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CJ316-001-2025030,2025-04-21,2025-05-04,40.0,312.0
CJ316-201-2025030,2025-04-21,2025-05-04,125.0,312.0
CJ316-202-2025030,2025-04-21,2025-05-04,73.0,312.0
CJ323-001-2025030,2025-04-21,2025-05-04,41.0,312.0
CJ323-002-2025030,2025-04-21,2025-05-04,40.0,312.0
CJ323-201-2025030,2025-04-21,2025-05-04,74.0,312.0
CJ328-201-2025030,2025-04-21,2025-05-04,89.0,312.0
CJ328-202-2025030,2025-04-21,2025-05-04,81.0,312.0
CJ419-201-2025030,2025-04-21,2025-05-04,82.0,312.0
CJ421-201-2025030,2025-04-21,2025-05-04,49.0,312.0
CJ429-201-2025030,2025-04-21,2025-05-04,22.0,312.0
CJ431-201-2025030,2025-04-21,2025-05-04,22.0,312.0
CJ580-001-2025030,2025-04-21,2025-05-04,31.0,312.0
CJ704-201-2025030,2025-04-21,2025-05-04,14.0,312.0
CJ712-201-2025030,2025-04-21,2025-05-04,14.0,312.0
CJ728-201-2025030,2025-04-21,2025-05-04,10.0,312.0
CLA131-201-2025030,2025-04-21,2025-05-04,697.0,312.0
CLA191-001-2025030,2025-04-21,2025-05-04,79.0,312.0
CLA230-001-2025030,2025-04-21,2025-05-04,12.0,312.0
CLA382-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CLA611-201-2025030,2025-04-21,2025-05-04,14.0,312.0
CLD230-201-2025030,2025-04-21,2025-05-04,47.0,312.0
CLD260-001-2025030,2025-04-21,2025-05-04,35.0,312.0
CLD305-001-2025030,2025-04-21,2025-05-04,13.0,312.0
CLD320-001-2025030,2025-04-21,2025-05-04,29.0,312.0
CLD360-001-2025030,2025-04-21,2025-05-04,10.0,312.0
CLD362-201-2025030,2025-04-21,2025-05-04,28.0,312.0
CLD370-001-2025030,2025-04-21,2025-05-04,20.0,312.0
CLD380-001-2025030,2025-04-21,2025-05-04,18.0,312.0
CLD402-201-2025030,2025-04-21,2025-05-04,15.0,312.0
CLD404-201-2025030,2025-04-21,2025-05-04,15.0,312.0
CLD430-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CLD490-001-2025030,2025-04-21,2025-05-04,12.0,312.0
CLD497-001-2025030,2025-04-21,2025-05-04,30.0,312.0
CLD630-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CLM120-001-2025030,2025-04-21,2025-05-04,44.0,312.0
CLM241-001-2025030,2025-04-21,2025-05-04,11.0,312.0
CLM241-002-2025030,2025-04-21,2025-05-04,11.0,312.0
CLM241-003-2025030,2025-04-21,2025-05-04,13.0,312.0
CLM241-004-2025030,2025-04-21,2025-05-04,13.0,312.0
CLM323-001-2025030,2025-04-21,2025-05-04,33.0,312.0
CLM323-002-2025030,2025-04-21,2025-05-04,33.0,312.0
CLM323-003-2025030,2025-04-21,2025-05-04,20.0,312.0
CLM323-201-2025030,2025-04-21,2025-05-04,35.0,312.0
CLM323-202-2025030,2025-04-21,2025-05-04,28.0,312.0
CLM325-001-2025030,2025-04-21,2025-05-04,37.0,312.0
CLM325-201-2025030,2025-04-21,2025-05-04,25.0,312.0
CLM335-001-2025030,2025-04-21,2025-05-04,35.0,312.0
CLM342-001-2025030,2025-04-21,2025-05-04,38.0,312.0
CLM345-201-2025030,2025-04-21,2025-05-04,39.0,312.0
CLM495-001-2025030,2025-04-21,2025-05-04,33.0,312.0
CME006-001-2025030,2025-04-21,2025-05-04,101.0,312.0
CME006-010-2025030,2025-04-21,2025-05-04,10.0,312.0
CME220-001-2025030,2025-04-21,2025-05-04,45.0,312.0
CME320-001-2025030,2025-04-21,2025-05-04,48.0,312.0
CME420-001-2025030,2025-04-21,2025-05-04,50.0,312.0
CME425-001-2025030,2025-04-21,2025-05-04,51.0,312.0
CME432-001-2025030,2025-04-21,2025-05-04,50.0,312.0
CME456-001-2025030,2025-04-21,2025-05-04,50.0,312.0
CME462-001-2025030,2025-04-21,2025-05-04,50.0,312.0
CNU501-201-2025030,2025-04-21,2025-05-04,16.0,312.0
CNU503-201-2025030,2025-04-21,2025-05-04,93.0,312.0
COM101-001-2025030,2025-04-21,2025-05-04,259.0,312.0
COM101-201-2025030,2025-04-21,2025-05-04,287.0,312.0
COM249-001-2025030,2025-04-21,2025-05-04,43.0,312.0
COM249-002-2025030,2025-04-21,2025-05-04,133.0,312.0
COM252-001-2025030,2025-04-21,2025-05-04,33.0,312.0
COM252-002-2025030,2025-04-21,2025-05-04,34.0,312.0
COM252-003-2025030,2025-04-21,2025-05-04,26.0,312.0
COM252-004-2025030,2025-04-21,2025-05-04,28.0,312.0
COM252-005-2025030,2025-04-21,2025-05-04,28.0,312.0
COM252-006-2025030,2025-04-21,2025-05-04,28.0,312.0
COM252-007-2025030,2025-04-21,2025-05-04,25.0,312.0
COM252-008-2025030,2025-04-21,2025-05-04,34.0,312.0
COM252-011-2025030,2025-04-21,2025-05-04,35.0,312.0
COM252-012-2025030,2025-04-21,2025-05-04,27.0,312.0
COM252-013-2025030,2025-04-21,2025-05-04,42.0,312.0
COM252-014-2025030,2025-04-21,2025-05-04,28.0,312.0
COM252-015-2025030,2025-04-21,2025-05-04,26.0,312.0
COM252-016-2025030,2025-04-21,2025-05-04,24.0,312.0
COM252-017-2025030,2025-04-21,2025-05-04,25.0,312.0
COM252-018-2025030,2025-04-21,2025-05-04,23.0,312.0
COM252-019-2025030,2025-04-21,2025-05-04,27.0,312.0
COM252-020-2025030,2025-04-21,2025-05-04,24.0,312.0
COM252-201-2025030,2025-04-21,2025-05-04,25.0,312.0
COM252-202-2025030,2025-04-21,2025-05-04,23.0,312.0
COM281-001-2025030,2025-04-21,2025-05-04,22.0,312.0
COM281-002-2025030,2025-04-21,2025-05-04,29.0,312.0
COM281-003-2025030,2025-04-21,2025-05-04,29.0,312.0
COM287-002-2025030,2025-04-21,2025-05-04,25.0,312.0
COM287-003-2025030,2025-04-21,2025-05-04,25.0,312.0
COM287-004-2025030,2025-04-21,2025-05-04,19.0,312.0
COM287-005-2025030,2025-04-21,2025-05-04,22.0,312.0
COM287-006-2025030,2025-04-21,2025-05-04,24.0,312.0
COM287-007-2025030,2025-04-21,2025-05-04,23.0,312.0
COM311-001-2025030,2025-04-21,2025-05-04,94.0,312.0
COM312-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM312-002-2025030,2025-04-21,2025-05-04,21.0,312.0
COM313-201-2025030,2025-04-21,2025-05-04,26.0,312.0
COM314-001-2025030,2025-04-21,2025-05-04,148.0,312.0
COM315-001-2025030,2025-04-21,2025-05-04,149.0,312.0
COM315-201-2025030,2025-04-21,2025-05-04,150.0,312.0
COM315-202-2025030,2025-04-21,2025-05-04,38.0,312.0
COM325-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM325-002-2025030,2025-04-21,2025-05-04,25.0,312.0
COM325-003-2025030,2025-04-21,2025-05-04,25.0,312.0
COM325-201-2025030,2025-04-21,2025-05-04,30.0,312.0
COM325-202-2025030,2025-04-21,2025-05-04,30.0,312.0
COM326-001-2025030,2025-04-21,2025-05-04,26.0,312.0
COM326-002-2025030,2025-04-21,2025-05-04,28.0,312.0
COM326-003-2025030,2025-04-21,2025-05-04,27.0,312.0
COM326-004-2025030,2025-04-21,2025-05-04,27.0,312.0
COM326-201-2025030,2025-04-21,2025-05-04,22.0,312.0
COM327-001-2025030,2025-04-21,2025-05-04,25.0,312.0
COM327-002-2025030,2025-04-21,2025-05-04,26.0,312.0
COM327-005-2025030,2025-04-21,2025-05-04,29.0,312.0
COM327-006-2025030,2025-04-21,2025-05-04,28.0,312.0
COM327-201-2025030,2025-04-21,2025-05-04,33.0,312.0
COM350-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM351-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM351-201-2025030,2025-04-21,2025-05-04,23.0,312.0
COM352-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM353-002-2025030,2025-04-21,2025-05-04,27.0,312.0
COM353-003-2025030,2025-04-21,2025-05-04,24.0,312.0
COM353-201-2025030,2025-04-21,2025-05-04,29.0,312.0
COM381-001-2025030,2025-04-21,2025-05-04,33.0,312.0
COM425-002-2025030,2025-04-21,2025-05-04,25.0,312.0
COM425-003-2025030,2025-04-21,2025-05-04,24.0,312.0
COM426-002-2025030,2025-04-21,2025-05-04,23.0,312.0
COM449-201-2025030,2025-04-21,2025-05-04,30.0,312.0
COM453-201-2025030,2025-04-21,2025-05-04,25.0,312.0
COM460-002-2025030,2025-04-21,2025-05-04,29.0,312.0
COM460-003-2025030,2025-04-21,2025-05-04,25.0,312.0
COM471-001-2025030,2025-04-21,2025-05-04,24.0,312.0
COM471-002-2025030,2025-04-21,2025-05-04,27.0,312.0
COM482-001-2025030,2025-04-21,2025-05-04,25.0,312.0
COM525-001-2025030,2025-04-21,2025-05-04,23.0,312.0
COM525-201-2025030,2025-04-21,2025-05-04,13.0,312.0
COM535-001-2025030,2025-04-21,2025-05-04,30.0,312.0
COM553-002-2025030,2025-04-21,2025-05-04,16.0,312.0
COM563-001-2025030,2025-04-21,2025-05-04,30.0,312.0
COM563-201-2025030,2025-04-21,2025-05-04,24.0,312.0
COM571-001-2025030,2025-04-21,2025-05-04,14.0,312.0
COM572-201-2025030,2025-04-21,2025-05-04,23.0,312.0
COM581-001-2025030,2025-04-21,2025-05-04,22.0,312.0
COM581-002-2025030,2025-04-21,2025-05-04,15.0,312.0
CPE200-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CPE287-001-2025030,2025-04-21,2025-05-04,15.0,312.0
CPE287-003-2025030,2025-04-21,2025-05-04,16.0,312.0
CPE287-004-2025030,2025-04-21,2025-05-04,11.0,312.0
CPE380-001-2025030,2025-04-21,2025-05-04,20.0,312.0
CPE480-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CPE491-001-2025030,2025-04-21,2025-05-04,17.0,312.0
CPE588-001-2025030,2025-04-21,2025-05-04,10.0,312.0
CPH201-001-2025030,2025-04-21,2025-05-04,161.0,312.0
CPH201-002-2025030,2025-04-21,2025-05-04,89.0,312.0
CPH202-001-2025030,2025-04-21,2025-05-04,58.0,312.0
CPH204-001-2025030,2025-04-21,2025-05-04,32.0,312.0
CPH244-001-2025030,2025-04-21,2025-05-04,30.0,312.0
CPH255-001-2025030,2025-04-21,2025-05-04,49.0,312.0
CPH309-201-2025030,2025-04-21,2025-05-04,22.0,312.0
CPH310-001-2025030,2025-04-21,2025-05-04,64.0,312.0
CPH320-001-2025030,2025-04-21,2025-05-04,28.0,312.0
CPH330-001-2025030,2025-04-21,2025-05-04,22.0,312.0
CPH330-002-2025030,2025-04-21,2025-05-04,19.0,312.0
CPH350-001-2025030,2025-04-21,2025-05-04,36.0,312.0
CPH351-001-2025030,2025-04-21,2025-05-04,26.0,312.0
CPH352-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CPH365-201-2025030,2025-04-21,2025-05-04,42.0,312.0
CPH440-001-2025030,2025-04-21,2025-05-04,37.0,312.0
CPH441-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CPH444-001-2025030,2025-04-21,2025-05-04,22.0,312.0
CPH455-001-2025030,2025-04-21,2025-05-04,27.0,312.0
CPH470-001-2025030,2025-04-21,2025-05-04,38.0,312.0
CPH470-002-2025030,2025-04-21,2025-05-04,10.0,312.0
CPH476G-001-2025030,2025-04-21,2025-05-04,31.0,312.0
CPH565-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CPH603-201-2025030,2025-04-21,2025-05-04,39.0,312.0
CPH608-201-2025030,2025-04-21,2025-05-04,12.0,312.0
CPH608-203-2025030,2025-04-21,2025-05-04,11.0,312.0
CPH612-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CPH648-201-2025030,2025-04-21,2025-05-04,34.0,312.0
CPH650-201-2025030,2025-04-21,2025-05-04,42.0,312.0
CPH651-001-2025030,2025-04-21,2025-05-04,18.0,312.0
CPH668-401-2025030,2025-04-21,2025-05-04,17.0,312.0
CPH672-201-2025030,2025-04-21,2025-05-04,29.0,312.0
CPH675-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CPH683-201-2025030,2025-04-21,2025-05-04,41.0,312.0
CPH684-401-2025030,2025-04-21,2025-05-04,22.0,312.0
CPH688-401-2025030,2025-04-21,2025-05-04,17.0,312.0
CPH690-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CPH692-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CPH712-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CPH782-001-2025030,2025-04-21,2025-05-04,26.0,312.0
CPH783-001-2025030,2025-04-21,2025-05-04,19.0,312.0
CPT223-001-2025030,2025-04-21,2025-05-04,12.0,312.0
CPT315-001-2025030,2025-04-21,2025-05-04,10.0,312.0
CPT317-001-2025030,2025-04-21,2025-05-04,12.0,312.0
CS101-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CS101-002-2025030,2025-04-21,2025-05-04,20.0,312.0
CS101-005-2025030,2025-04-21,2025-05-04,20.0,312.0
CS115-001-2025030,2025-04-21,2025-05-04,38.0,312.0
CS115-002-2025030,2025-04-21,2025-05-04,20.0,312.0
CS115-003-2025030,2025-04-21,2025-05-04,21.0,312.0
CS115-004-2025030,2025-04-21,2025-05-04,21.0,312.0
CS115-401-2025030,2025-04-21,2025-05-04,22.0,312.0
CS215-001-2025030,2025-04-21,2025-05-04,15.0,312.0
CS215-002-2025030,2025-04-21,2025-05-04,18.0,312.0
CS215-003-2025030,2025-04-21,2025-05-04,18.0,312.0
CS215-004-2025030,2025-04-21,2025-05-04,17.0,312.0
CS215-005-2025030,2025-04-21,2025-05-04,17.0,312.0
CS215-007-2025030,2025-04-21,2025-05-04,16.0,312.0
CS215-008-2025030,2025-04-21,2025-05-04,21.0,312.0
CS215-009-2025030,2025-04-21,2025-05-04,20.0,312.0
CS215-012-2025030,2025-04-21,2025-05-04,18.0,312.0
CS215-013-2025030,2025-04-21,2025-05-04,13.0,312.0
CS215-015-2025030,2025-04-21,2025-05-04,18.0,312.0
CS215-401-2025030,2025-04-21,2025-05-04,22.0,312.0
CS215-402-2025030,2025-04-21,2025-05-04,19.0,312.0
CS216-001-2025030,2025-04-21,2025-05-04,15.0,312.0
CS216-002-2025030,2025-04-21,2025-05-04,23.0,312.0
CS216-005-2025030,2025-04-21,2025-05-04,16.0,312.0
CS217-001-2025030,2025-04-21,2025-05-04,25.0,312.0
CS263-001-2025030,2025-04-21,2025-05-04,11.0,312.0
CS270-001-2025030,2025-04-21,2025-05-04,121.0,312.0
CS275-001-2025030,2025-04-21,2025-05-04,33.0,312.0
CS275-002-2025030,2025-04-21,2025-05-04,29.0,312.0
CS315-001-2025030,2025-04-21,2025-05-04,128.0,312.0
CS316-001-2025030,2025-04-21,2025-05-04,55.0,312.0
CS335-001-2025030,2025-04-21,2025-05-04,32.0,312.0
CS371-001-2025030,2025-04-21,2025-05-04,70.0,312.0
CS375-001-2025030,2025-04-21,2025-05-04,52.0,312.0
CS378-001-2025030,2025-04-21,2025-05-04,49.0,312.0
CS380-001-2025030,2025-04-21,2025-05-04,10.0,312.0
CS395-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CS405G-001-2025030,2025-04-21,2025-05-04,55.0,312.0
CS460G-001-2025030,2025-04-21,2025-05-04,29.0,312.0
CS463G-001-2025030,2025-04-21,2025-05-04,45.0,312.0
CS465-001-2025030,2025-04-21,2025-05-04,120.0,312.0
CS485G-002-2025030,2025-04-21,2025-05-04,10.0,312.0
CS498-001-2025030,2025-04-21,2025-05-04,62.0,312.0
CS499-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CS499-002-2025030,2025-04-21,2025-05-04,79.0,312.0
CS505-001-2025030,2025-04-21,2025-05-04,26.0,312.0
CS509-001-2025030,2025-04-21,2025-05-04,115.0,312.0
CS541-001-2025030,2025-04-21,2025-05-04,23.0,312.0
CS571-001-2025030,2025-04-21,2025-05-04,20.0,312.0
CS575-001-2025030,2025-04-21,2025-05-04,27.0,312.0
CS628-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CSD482-001-2025030,2025-04-21,2025-05-04,46.0,312.0
CSD502-001-2025030,2025-04-21,2025-05-04,54.0,312.0
CSD510-001-2025030,2025-04-21,2025-05-04,49.0,312.0
CSD581-001-2025030,2025-04-21,2025-05-04,26.0,312.0
CSD584-001-2025030,2025-04-21,2025-05-04,50.0,312.0
CSD588-701-2025030,2025-04-21,2025-05-04,14.0,312.0
CSD591-001-2025030,2025-04-21,2025-05-04,56.0,312.0
CSD648-001-2025030,2025-04-21,2025-05-04,29.0,312.0
CSD657-001-2025030,2025-04-21,2025-05-04,14.0,312.0
CSD657-002-2025030,2025-04-21,2025-05-04,14.0,312.0
CSD659-001-2025030,2025-04-21,2025-05-04,19.0,312.0
CSD659-002-2025030,2025-04-21,2025-05-04,17.0,312.0
CSD701-001-2025030,2025-04-21,2025-05-04,28.0,312.0
CSD710-001-2025030,2025-04-21,2025-05-04,28.0,312.0
CSD746-001-2025030,2025-04-21,2025-05-04,28.0,312.0
CSE573-201-2025030,2025-04-21,2025-05-01,19.0,240.0
DES100-001-2025030,2025-04-21,2025-05-04,25.0,312.0
DES100-002-2025030,2025-04-21,2025-05-04,22.0,312.0
DES100-003-2025030,2025-04-21,2025-05-04,24.0,312.0
DES100-004-2025030,2025-04-21,2025-05-04,21.0,312.0
DES100-005-2025030,2025-04-21,2025-05-04,21.0,312.0
DHN101-201-2025030,2025-04-21,2025-05-04,788.0,312.0
DHN212-001-2025030,2025-04-21,2025-05-04,10.0,312.0
DHN212-002-2025030,2025-04-21,2025-05-04,159.0,312.0
DHN212-201-2025030,2025-04-21,2025-05-04,224.0,312.0
DHN300-701-2025030,2025-04-21,2025-05-04,15.0,312.0
DHN313-001-2025030,2025-04-21,2025-05-04,42.0,312.0
DHN315-001-2025030,2025-04-21,2025-05-04,29.0,312.0
DHN318-001-2025030,2025-04-21,2025-05-04,28.0,312.0
DHN346-201-2025030,2025-04-21,2025-05-04,33.0,312.0
DHN475-001-2025030,2025-04-21,2025-05-04,12.0,312.0
DHN480-001-2025030,2025-04-21,2025-05-04,22.0,312.0
DHN510-001-2025030,2025-04-21,2025-05-04,43.0,312.0
DHN512-001-2025030,2025-04-21,2025-05-04,31.0,312.0
DHN581-001-2025030,2025-04-21,2025-05-04,15.0,312.0
DHN593-201-2025030,2025-04-21,2025-05-04,35.0,312.0
DHN594-201-2025030,2025-04-21,2025-05-04,12.0,312.0
DHN598-001-2025030,2025-04-21,2025-05-04,20.0,312.0
DHN598-201-2025030,2025-04-21,2025-05-04,21.0,312.0
DHN608-001-2025030,2025-04-21,2025-05-04,18.0,312.0
DHN608-201-2025030,2025-04-21,2025-05-04,17.0,312.0
DHN722-001-2025030,2025-04-21,2025-05-04,11.0,312.0
DHN724-001-2025030,2025-04-21,2025-05-04,10.0,312.0
DIP600-003-2025030,2025-04-21,2025-05-04,16.0,312.0
DIP600-004-2025030,2025-04-21,2025-05-04,10.0,312.0
DIP714-001-2025030,2025-04-21,2025-05-04,12.0,312.0
DIP727-001-2025030,2025-04-21,2025-05-04,19.0,312.0
DIP734-001-2025030,2025-04-21,2025-05-04,14.0,312.0
DIP750-001-2025030,2025-04-21,2025-05-04,23.0,312.0
DIP756-001-2025030,2025-04-21,2025-05-04,13.0,312.0
DIS651-201-2025030,2025-04-21,2025-05-04,30.0,312.0
DIS651-202-2025030,2025-04-21,2025-05-04,28.0,312.0
DIS651-401-2025030,2025-04-21,2025-05-04,12.0,312.0
DIS651-402-2025030,2025-04-21,2025-05-04,14.0,312.0
DS501-401-2025030,2025-04-21,2025-05-04,28.0,312.0
EAP400G-CR-2025030,2025-04-21,2025-05-04,23.0,312.0
EAP400G-DM-2025030,2025-04-21,2025-05-04,14.0,312.0
EAP400G-FR-2025030,2025-04-21,2025-05-04,37.0,312.0
EAP400G-GB-2025030,2025-04-21,2025-05-04,34.0,312.0
EAP400G-IT-2025030,2025-04-21,2025-05-04,32.0,312.0
EAP599-001-2025030,2025-04-21,2025-05-04,137.0,312.0
ECO201-001-2025030,2025-04-21,2025-05-04,43.0,312.0
ECO201-002-2025030,2025-04-21,2025-05-04,55.0,312.0
ECO201-003-2025030,2025-04-21,2025-05-04,450.0,312.0
ECO201-004-2025030,2025-04-21,2025-05-04,42.0,312.0
ECO201-005-2025030,2025-04-21,2025-05-04,445.0,312.0
ECO201-006-2025030,2025-04-21,2025-05-04,30.0,312.0
ECO201-201-2025030,2025-04-21,2025-05-04,60.0,312.0
ECO201-202-2025030,2025-04-21,2025-05-04,51.0,312.0
ECO202-001-2025030,2025-04-21,2025-05-04,459.0,312.0
ECO202-002-2025030,2025-04-21,2025-05-04,415.0,312.0
ECO202-201-2025030,2025-04-21,2025-05-04,60.0,312.0
ECO312-002-2025030,2025-04-21,2025-05-04,35.0,312.0
ECO327-001-2025030,2025-04-21,2025-05-04,22.0,312.0
ECO370-001-2025030,2025-04-21,2025-05-04,65.0,312.0
ECO381-001-2025030,2025-04-21,2025-05-04,31.0,312.0
ECO391-001-2025030,2025-04-21,2025-05-04,480.0,312.0
ECO391-201-2025030,2025-04-21,2025-05-04,161.0,312.0
ECO401-001-2025030,2025-04-21,2025-05-04,77.0,312.0
ECO402-001-2025030,2025-04-21,2025-05-04,55.0,312.0
ECO410-001-2025030,2025-04-21,2025-05-04,24.0,312.0
ECO410-002-2025030,2025-04-21,2025-05-04,36.0,312.0
ECO410-003-2025030,2025-04-21,2025-05-04,18.0,312.0
ECO430G-001-2025030,2025-04-21,2025-05-04,26.0,312.0
ECO461-001-2025030,2025-04-21,2025-05-04,13.0,312.0
ECO472-001-2025030,2025-04-21,2025-05-04,14.0,312.0
ECO479-001-2025030,2025-04-21,2025-05-04,29.0,312.0
ECO491G-001-2025030,2025-04-21,2025-05-04,18.0,312.0
ECO499-001-2025030,2025-04-21,2025-05-04,20.0,312.0
ECO499-002-2025030,2025-04-21,2025-05-04,13.0,312.0
ECO701-001-2025030,2025-04-21,2025-05-04,10.0,312.0
ECO703-001-2025030,2025-04-21,2025-05-04,15.0,312.0
ECO707-001-2025030,2025-04-21,2025-05-04,14.0,312.0
EDC315-001-2025030,2025-04-21,2025-05-04,27.0,312.0
EDC322-001-2025030,2025-04-21,2025-05-04,29.0,312.0
EDC323-001-2025030,2025-04-21,2025-05-04,24.0,312.0
EDC323-002-2025030,2025-04-21,2025-05-04,21.0,312.0
EDC323-004-2025030,2025-04-21,2025-05-04,23.0,312.0
EDC326-001-2025030,2025-04-21,2025-05-04,19.0,312.0
EDC326-002-2025030,2025-04-21,2025-05-04,20.0,312.0
EDC329-001-2025030,2025-04-21,2025-05-04,24.0,312.0
EDC329-002-2025030,2025-04-21,2025-05-04,24.0,312.0
EDC329-004-2025030,2025-04-21,2025-05-04,20.0,312.0
EDC330-001-2025030,2025-04-21,2025-05-04,13.0,312.0
EDC339-001-2025030,2025-04-21,2025-05-04,14.0,312.0
EDC339-002-2025030,2025-04-21,2025-05-04,15.0,312.0
EDC343-001-2025030,2025-04-21,2025-05-04,13.0,312.0
EDC362-001-2025030,2025-04-21,2025-05-04,12.0,312.0
EDC377-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDC432G-001-2025030,2025-04-21,2025-05-04,24.0,312.0
EDC433-001-2025030,2025-04-21,2025-05-04,47.0,312.0
EDC520-201-2025030,2025-04-21,2025-05-04,13.0,312.0
EDC533-201-2025030,2025-04-21,2025-05-04,33.0,312.0
EDC549-001-2025030,2025-04-21,2025-05-04,13.0,312.0
EDC550-201-2025030,2025-04-21,2025-05-04,12.0,312.0
EDC777-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDL402-201-2025030,2025-04-21,2025-05-04,16.0,312.0
EDL404-201-2025030,2025-04-21,2025-05-04,16.0,312.0
EDL701-201-2025030,2025-04-21,2025-05-04,11.0,312.0
EDL767-204-2025030,2025-04-21,2025-05-04,10.0,312.0
EDP202-001-2025030,2025-04-21,2025-05-04,29.0,312.0
EDP202-002-2025030,2025-04-21,2025-05-04,19.0,312.0
EDP202-003-2025030,2025-04-21,2025-05-04,15.0,312.0
EDP202-004-2025030,2025-04-21,2025-05-04,26.0,312.0
EDP202-005-2025030,2025-04-21,2025-05-04,18.0,312.0
EDP203-001-2025030,2025-04-21,2025-05-04,18.0,312.0
EDP303-001-2025030,2025-04-21,2025-05-04,26.0,312.0
EDP513-201-2025030,2025-04-21,2025-05-04,14.0,312.0
EDP600-001-2025030,2025-04-21,2025-05-04,17.0,312.0
EDP614-001-2025030,2025-04-21,2025-05-04,13.0,312.0
EDP642-002-2025030,2025-04-21,2025-05-04,10.0,312.0
EDP649-001-2025030,2025-04-21,2025-05-04,15.0,312.0
EDP658-001-2025030,2025-04-21,2025-05-04,11.0,312.0
EDP665-001-2025030,2025-04-21,2025-05-04,16.0,312.0
EDP688-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDP708-201-2025030,2025-04-21,2025-05-04,15.0,312.0
EDS301-001-2025030,2025-04-21,2025-05-04,15.0,312.0
EDS375-201-2025030,2025-04-21,2025-05-04,73.0,312.0
EDS375-202-2025030,2025-04-21,2025-05-04,63.0,312.0
EDS401-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDS505-001-2025030,2025-04-21,2025-05-04,16.0,312.0
EDS513-001-2025030,2025-04-21,2025-05-04,16.0,312.0
EDS516-001-2025030,2025-04-21,2025-05-04,48.0,312.0
EDS518-002-2025030,2025-04-21,2025-05-04,14.0,312.0
EDS526-001-2025030,2025-04-21,2025-05-04,15.0,312.0
EDS547-001-2025030,2025-04-21,2025-05-04,42.0,312.0
EDS548-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDS549-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EDS570-001-2025030,2025-04-21,2025-05-04,15.0,312.0
EDS631-201-2025030,2025-04-21,2025-05-04,12.0,312.0
EE211-001-2025030,2025-04-21,2025-05-04,15.0,312.0
EE211-002-2025030,2025-04-21,2025-05-04,28.0,312.0
EE223-001-2025030,2025-04-21,2025-05-04,18.0,312.0
EE223-002-2025030,2025-04-21,2025-05-04,16.0,312.0
EE223-004-2025030,2025-04-21,2025-05-04,16.0,312.0
EE280-001-2025030,2025-04-21,2025-05-04,14.0,312.0
EE280-002-2025030,2025-04-21,2025-05-04,17.0,312.0
EE305-001-2025030,2025-04-21,2025-05-04,35.0,312.0
EE305-002-2025030,2025-04-21,2025-05-04,34.0,312.0
EE305-003-2025030,2025-04-21,2025-05-04,29.0,312.0
EE305-004-2025030,2025-04-21,2025-05-04,12.0,312.0
EE415G-001-2025030,2025-04-21,2025-05-04,26.0,312.0
EE416G-001-2025030,2025-04-21,2025-05-04,10.0,312.0
EE416G-003-2025030,2025-04-21,2025-05-04,10.0,312.0
EE421G-001-2025030,2025-04-21,2025-05-04,44.0,312.0
EE461G-001-2025030,2025-04-21,2025-05-04,42.0,312.0
EE462G-001-2025030,2025-04-21,2025-05-04,27.0,312.0
EE462G-002-2025030,2025-04-21,2025-05-04,13.0,312.0
EE468G-001-2025030,2025-04-21,2025-05-04,52.0,312.0
EE490-001-2025030,2025-04-21,2025-05-04,13.0,312.0
